Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format,Location Name,Mean Age,Staff Friendliness Index,Traffic Busyness Index
2494,281268.0,193512.25,49100,Drive-thru,Penderwell,34,2.69,6.52
2495,304313.39,170184.63,83000,Drive-thru,Elmmansport,40,8.42,5.34
2496,289057.11,188998.48,68200,Drive-thru,Ensbridge,28,1.46,5.91
2497,295332.34,147302.89,76100,Drive-thru,Pemsford,47,8.86,6.34
2498,167008.17,81568.48,70200,Drive-thru,Toddergrove,46,2.48,5.0
2499,175611.96,109960.47,57000,Drive-thru,Cambenssted,25,3.82,4.24
2500,218064.67,150247.48,47600,Drive-thru,Chipenham,32,5.79,5.39
2501,334314.53,154949.72,98000,Drive-thru,Endlebaswood,36,1.53,7.22
2502,235248.71,98227.99,67600,Drive-thru,Emmenlow,33,6.84,7.67
2503,223621.38,118358.36,64500,Drive-thru,Rotberditch,25,1.37,6.08
2504,261896.78,174875.93,61400,Drive-thru,Wolwell,35,4.82,6.72
2505,205714.08,92644.82,57900,Drive-thru,Aldbercester,30,9.24,6.08
2506,186061.49,90627.13,65700,Drive-thru,Eggingmansbage,24,5.44,5.73
2507,193245.25,95727.68,56600,Drive-thru,Leatherwang,31,8.42,5.49
2508,353439.82,191157.82,74000,Drive-thru,Horstlested,41,4.54,6.38
2509,302966.79,170059.34,69500,Drive-thru,Braddledown,54,1.59,6.74
2510,317704.45,179640.97,66400,Drive-thru,Pensringcester,38,1.01,6.44
2511,236602.13,128920.68,66600,Drive-thru,Wolvendwich,36,8.17,6.32
2512,266626.15,176526.84,57400,Drive-thru,Brackmansstoke,22,4.33,4.67
2513,317218.25,196423.46,61600,Drive-thru,Warblesbourne,35,3.33,5.58
2514,299963.82,173032.29,84800,Drive-thru,Redtree,33,8.91,5.74
2515,258914.8,129213.51,65100,Drive-thru,Worrerbeck,44,7.15,5.77
2516,329726.31,129913.03,81300,Drive-thru,Sodton,31,4.25,7.88
2517,235086.15,141095.15,54100,Drive-thru,Pendlebrough,30,1.55,6.59
2518,213931.85,86294.3,79600,Drive-thru,Eggingcompstoke,26,5.98,6.06
2519,275054.94,191911.72,64700,Drive-thru,Wendleling,29,4.75,5.89
2520,252713.96,130748.5,73800,Drive-thru,Chilnell,37,7.17,5.76
2521,292655.59,156212.41,76000,Drive-thru,Chilenshot,33,4.7,6.3
2522,324935.24,162616.66,77600,Drive-thru,Bootwich,39,2.08,7.28
2523,276248.26,142976.08,81800,Drive-thru,Handleberey,37,8.25,5.76
2524,193334.92,121851.93,57600,Drive-thru,Sundlebury,26,3.35,5.35
2525,242885.3,142256.83,64800,Drive-thru,Bothingstoke,28,4.46,6.46
2526,234039.45,111723.81,67400,Drive-thru,Nortbourne,21,3.87,5.46
2527,291630.82,160757.23,71300,Drive-thru,Camsnell,22,8.52,6.31
2528,264909.88,80983.06,86400,Drive-thru,Hans on Borne,51,5.72,6.4
2529,275256.83,150311.18,59600,Drive-thru,Ashlow,35,2.89,5.59
2530,234644.33,159799.88,59500,Drive-thru,Warrerbrough,31,8.07,5.52
2531,335863.59,204260.59,64200,Drive-thru,Castlewich,39,9.3,6.04
2532,263726.11,108222.62,65400,Drive-thru,Fulside,37,6.55,6.82
2533,375921.69,217920.41,83000,Drive-thru,Sundlesling,38,1.99,5.72
2534,234927.82,153982.47,67400,Drive-thru,Windborough,11,8.08,4.64
2535,232365.58,191685.82,47800,Drive-thru,Ellingborough,28,9.56,4.65
2536,336285.2,194337.3,62000,Drive-thru,Warrerbrough,36,1.65,3.82
2537,280168.04,158697.0,72100,Drive-thru,Pensford,42,1.28,5.68
2538,271348.03,96858.88,88400,Drive-thru,Dartencombe,39,5.63,7.86
2539,221743.41,83887.94,81000,Drive-thru,Bothall,33,4.69,5.75
2540,275076.63,131044.18,80500,Drive-thru,Alddleringwood,39,7.97,7.42
2541,283698.42,182779.75,62700,Drive-thru,Nortbrough,44,8.33,6.12
2542,334690.57,186104.16,84600,Drive-thru,Bootseywold,38,7.68,5.94
2543,193056.9,102160.5,73700,Drive-thru,Suddenling,42,9.67,5.5
2544,300928.29,212353.32,68400,Drive-thru,Reddingmanssted,37,1.18,4.31
2545,369958.01,201985.26,68400,Drive-thru,Rothenthorne,43,2.33,6.91
2546,326219.29,194898.36,83100,Drive-thru,Prestcombe,37,7.22,7.57
2547,280569.2,167335.99,64700,Drive-thru,Hamsley,23,3.64,4.96
2548,307080.55,210928.46,58400,Drive-thru,Maidendleringgrove,15,3.15,5.18
2549,377206.89,213296.11,73400,Drive-thru,Bromsmith,37,4.59,6.57
2550,268593.54,110550.47,75100,Drive-thru,Alf on Shot,43,3.19,5.7
2551,213195.46,102383.02,82800,Drive-thru,Toddlestree,45,5.93,6.13
2552,277443.14,118319.0,66900,Drive-thru,Melwood,36,6.62,5.08
2553,218506.71,92605.01,72500,Drive-thru,Hartwang,34,5.9,5.1
2554,275742.04,137568.4,76600,Drive-thru,Todlake,40,1.49,5.83
2555,388685.27,217404.1,78200,Drive-thru,Pendingbrook,39,7.71,5.06
2556,237244.35,121174.4,82900,Drive-thru,Wendlesringey,31,4.25,6.72
2557,269572.46,165182.19,71500,Drive-thru,Sistoke,34,6.13,5.7
2558,331264.81,218786.5,49200,Drive-thru,Nortby,30,1.65,5.5
2559,225623.64,145448.97,67500,Drive-thru,Warrerbasey,28,3.13,5.66
2560,320130.31,190716.15,52700,Drive-thru,Sirensbridge,18,5.98,6.57
2561,303533.58,190368.32,76700,Drive-thru,Cambenscompbrough,40,7.53,5.47
2562,252782.75,187407.37,46600,Drive-thru,Handlelow,33,3.07,4.56
2563,256687.05,191211.49,72900,Cafe,Durbage,26,9.89,5.98
2564,191957.25,173441.71,68500,Cafe,Hammingsmith,21,3.01,2.17
2565,275592.17,163432.18,64900,Cafe,Barndle on Sted,29,3.59,3.87
2566,214171.93,162594.4,79700,Cafe,Millingmoor,36,6.26,5.19
2567,138806.53,90518.26,64800,Cafe,Sundberford,27,7.29,4.72
2568,190112.45,171153.78,58700,Cafe,Redwich,17,1.36,2.95
2569,154705.04,81283.44,67900,Cafe,Burdown,18,1.32,4.09
2570,131544.89,85667.27,55800,Cafe,Handdon,35,1.56,3.92
2571,146263.58,82742.68,57400,Cafe,Clererenswick,28,3.73,3.2
2572,180899.23,99231.83,78700,Cafe,Waltwich,31,3.59,3.44
2573,224224.19,193005.83,49500,Cafe,Bastleavon,36,7.56,3.97
2574,238786.22,189391.69,79400,Cafe,Suddingbrough,28,3.22,4.11
2575,207373.02,130175.93,62400,Cafe,Botringbridge,33,3.73,5.22
2576,177064.61,109240.26,73100,Cafe,Endingwick,41,7.24,3.28
2577,225211.5,123479.93,93100,Cafe,Wolsmith,40,2.36,4.94
2578,174972.09,131405.69,66600,Cafe,Cambingreborough,40,5.09,4.54
2579,194624.07,131709.36,79000,Cafe,Dribbleby,33,1.29,4.08
2580,211739.14,141468.67,71600,Cafe,Prestringbourne,35,4.54,3.5
2581,185371.54,116633.31,60600,Cafe,Hanbourne,17,1.8,4.33
2582,239617.9,167035.27,72100,Cafe,Pendenslow,37,3.68,3.93
2583,247670.53,98821.62,87300,Cafe,Pendlesenshot,40,3.43,4.8
2584,164286.0,108698.58,71300,Cafe,Ketmoor,29,9.02,3.42
2585,200823.45,115606.87,68900,Cafe,Prestbury,32,8.46,5.03
2586,149007.45,129814.63,63000,Cafe,Alftree,31,6.29,8.49
2587,257890.98,213728.87,63900,Cafe,Endlecester,39,9.13,6.05
2588,272426.53,209713.99,68400,Cafe,Hamsden,28,9.27,5.53
2589,173682.86,153776.0,59100,Cafe,Bootseyshot,18,4.6,0.78
2590,193034.76,114977.17,59200,Cafe,Clerecompsmith,20,8.96,4.28
2591,184293.6,100912.84,80200,Cafe,Flitport,28,7.77,4.29
2592,252140.49,182034.31,64700,Cafe,Clereringavon,37,9.22,4.23
2593,202030.12,161032.13,68000,Cafe,Skelton,19,1.87,3.89
2594,271797.59,182809.33,75600,Cafe,Casstoke,22,5.97,5.85
2595,255653.65,159273.86,73400,Cafe,Skellingwell,36,7.65,4.44
2596,123396.11,82771.58,58600,Cafe,Todbaswich,23,7.28,5.71
2597,263006.12,201390.89,74100,Cafe,Hampingsmith,34,6.73,3.0
2598,320199.45,214657.73,82400,Cafe,Chipcester,46,6.02,6.08
2599,212143.24,170976.01,66400,Cafe,Chipditch,37,6.33,2.55
2600,235815.32,176899.95,66600,Cafe,Skellenrensbrook,30,5.09,3.28
2601,225638.39,133584.61,70300,Cafe,Pendlesden,18,4.98,3.95
2602,230297.94,150291.77,77000,Cafe,Basley,32,5.86,3.58
2603,293616.31,195502.16,74400,Cafe,Wetwold,45,1.17,5.99
2604,165183.46,136097.23,70500,Cafe,Bromhall,39,2.52,4.41
2605,218457.34,200718.48,70900,Cafe,Reddlewich,28,2.19,4.62
2606,136194.29,85501.09,67800,Cafe,Elnell,32,5.16,5.2
2607,197939.57,157412.84,55000,Cafe,Alfcombe,34,3.97,4.3
2608,179062.42,92843.17,68800,Cafe,Basby,32,1.91,4.26
2609,281420.67,180713.9,75000,Cafe,Flitbrook,37,3.92,5.66
2610,189092.53,165551.81,68200,Cafe,Wetdown,25,8.79,4.49
2611,86404.44,87200.3,43000,Cafe,Rotstoke,4,8.24,2.35
2612,288223.36,157757.45,72800,Cafe,Cannenwood,35,8.57,6.73
2613,213871.08,152118.94,67600,Cafe,Sirenseyton,31,5.2,2.9
2614,206765.5,166587.03,82800,Cafe,Skelcompney,34,8.65,4.89
2615,232178.73,152864.07,78300,Cafe,Stapside,24,9.81,4.49
2616,245881.45,203482.73,50700,Cafe,Wargleborne,18,4.91,3.76
2617,126505.44,84484.42,65100,Cafe,Hammerwood,20,1.01,2.76
2618,265751.95,209480.58,72100,Cafe,Egavon,34,3.91,3.2
2619,196831.0,132888.66,77000,Cafe,Cammer on Lake,32,3.65,3.54
2620,168958.0,158098.3,68700,Cafe,Hamssmith,40,7.05,4.52
2621,290039.58,195034.37,61000,Cafe,Durglebasey,45,4.84,4.34
2622,232881.96,152535.27,81000,Cafe,Eggingbage,26,9.65,1.72
2623,248194.11,141136.56,81300,Cafe,Southside,44,6.34,5.45
2624,132920.53,82812.44,63300,Cafe,Hams on By,34,1.08,5.59
2625,225077.96,154721.57,73800,Cafe,Basley,51,6.94,4.81
2626,88699.51,95420.12,72500,Cafe,Ribberborne,27,3.4,3.88
2627,211608.07,131895.45,69900,Cafe,Hartby,23,10.0,5.46
2628,231703.25,134948.71,65000,Cafe,Chipavon,16,6.2,5.9
2629,229435.6,179181.56,62700,Cafe,Skellengrove,33,5.91,3.77
2630,312836.98,217644.23,53800,Cafe,Farndlecombe,39,1.5,3.57
2631,78067.0,93033.21,57100,Cafe,Eldenwood,25,7.58,2.26
2632,239671.14,176800.44,62900,Cafe,Egwich,34,4.38,3.94
2633,216402.99,88136.11,83100,Cafe,Toddleencombe,38,8.57,4.96
2634,226928.82,150491.92,89300,Cafe,Faldingditch,41,5.28,5.66
2635,241334.4,217282.15,76100,Cafe,Burrercombe,24,2.76,3.97
2636,123649.51,83575.76,62300,Cafe,Skelbershot,30,6.48,5.18
2637,148934.71,148552.19,62000,Cafe,Cambingshot,13,8.03,4.37
2638,182940.61,97105.6,79700,Cafe,Rothingsted,38,5.25,2.87
2639,172012.66,130430.94,65900,Cafe,Cannerstanstoke,25,6.97,2.97
2640,297228.14,212801.16,65100,Cafe,Skellerwood,27,5.89,3.53
2641,208950.87,190387.98,63800,Cafe,Blandcombe,15,8.23,1.09
2642,292648.55,219660.46,85500,Cafe,Wolwick,27,1.77,3.7
2643,258201.81,189634.39,55600,Cafe,Durlake,28,4.9,2.24
2644,272187.49,182045.84,88100,Cafe,Falhead,29,7.55,5.09
2645,150681.24,84739.13,70700,Cafe,Sundlesnell,44,6.19,3.16
2646,218913.24,150595.35,73300,Cafe,Brackrelake,26,3.16,5.02
2647,182120.23,138566.91,58800,Cafe,Bothenrebrook,25,4.42,4.65
2648,345313.91,209687.86,83900,Cafe,Falstandon,38,6.28,5.23
2649,141540.36,112115.58,41600,Cafe,Handlestanbeck,16,1.85,-0.06
2650,130386.77,117920.99,53100,Cafe,Burglessmith,7,9.48,3.73
2651,146367.15,88706.27,65700,Cafe,Skelbridge,23,4.88,4.48
2652,171413.7,139477.1,77900,Cafe,Dartbrough,30,6.98,7.06
2653,180150.83,151114.18,85100,Cafe,Sunbridge,44,7.32,5.52
2654,144187.85,89830.12,67600,Cafe,Fullerbeck,19,9.91,3.24
2655,157603.52,82705.51,55100,Cafe,Kingschester,32,5.19,6.72
2656,191417.33,116637.2,71400,Cafe,Chipperrebage,35,9.58,2.62
2657,111916.55,86461.45,74700,Cafe,Staindthorne,19,5.94,2.31
2658,192456.47,103069.59,71300,Cafe,Milrewich,36,5.69,2.73
2659,163848.89,153699.91,57400,Cafe,Reddleshot,36,9.56,2.43
2660,158252.98,121233.96,62500,Cafe,Wendlewood,20,2.76,2.72
2661,203082.42,114744.74,64200,Cafe,Ribmere,28,4.66,5.54
2662,218088.36,116721.43,95100,Cafe,Warblesshot,17,6.74,5.52
2663,139933.02,160132.22,60300,Cafe,Durmansport,19,9.84,3.12
2664,314069.07,206526.3,94900,Cafe,Skellerbrough,49,3.8,6.06
2665,230058.51,109707.31,70500,Cafe,Fulstanavon,39,5.23,5.7
2666,268328.52,183292.69,71400,Cafe,Skelley,22,3.19,3.81
2667,185441.52,98246.08,52900,Cafe,Endercompcastle,25,6.13,2.05
2668,215430.56,125271.88,75300,Cafe,Ciport,35,9.91,2.33
2669,126451.75,85600.44,68900,Cafe,Alfringover,23,8.61,2.53
2670,277958.29,203128.27,78500,Cafe,Wolbridge,21,9.63,4.95
2671,222322.22,147965.46,84400,Cafe,Blandledenney,31,8.4,3.8
2672,198185.55,113493.58,59100,Cafe,Candleham,29,6.64,3.8
2673,209405.4,142751.46,65500,Cafe,Wetthorne,35,5.53,3.82
2674,248965.05,143113.46,79800,Cafe,Nortcompport,35,2.3,3.57
2675,127157.17,106729.37,58700,Cafe,Alddleavon,10,5.24,3.6
2676,232763.69,97896.01,82500,Cafe,Suddenlake,45,4.04,6.93
2677,215679.79,125459.36,71500,Cafe,Chipover,39,6.43,2.27
2678,236239.55,168702.36,69700,Cafe,Whitbernell,34,2.07,5.56
2679,150430.11,167262.3,46600,Cafe,Ci-under-Beck,21,7.31,1.68
2680,226752.04,171143.83,69500,Cafe,Sudmerling,46,5.6,4.76
2681,208555.39,144218.53,64100,Cafe,Hartden,27,2.8,3.02
2682,247181.92,147911.11,65400,Cafe,Wycombe,21,6.76,4.19
2683,280856.51,218706.19,67700,Cafe,Dribblesdon,33,3.59,4.7
2684,164916.33,128784.24,67200,Cafe,Reddingbridge,40,9.78,4.02
2685,191863.2,126999.51,59200,Cafe,Cambenling,25,4.84,2.39
2686,277581.0,158874.68,79200,Cafe,Tippendsmith,30,5.06,4.58
2687,155896.91,91486.54,75600,Cafe,Faley,23,6.9,2.99
2688,232810.73,215566.08,80600,Cafe,Horndlebury,28,8.91,0.86
2689,222667.99,114660.59,77300,Cafe,Hamshampton,42,2.32,3.84
2690,227179.06,165562.72,72000,Cafe,Hamley,28,1.41,5.82
2691,207583.51,148875.64,74600,Cafe,Endleney,36,9.39,3.54
2692,237597.79,117698.64,86600,Cafe,Chelmsbridge,25,9.52,5.13
2693,268088.91,197979.8,84600,Cafe,Brack on Wood,34,2.56,4.47
2694,201111.62,124107.45,71800,Cafe,Tippenwold,40,4.54,5.01
2695,176973.22,101720.52,79700,Cafe,Elside,27,6.13,4.02
2696,237398.34,157372.66,79800,Cafe,Dribblesbrook,30,4.15,1.39
2697,118524.32,85359.96,60900,Cafe,Toddenlow,19,4.12,2.59
2698,200355.34,177213.59,51800,Cafe,Ashworth,7,7.79,3.45
2699,249338.59,212147.22,55500,Cafe,Fulringwich,17,9.4,4.15
2700,310356.39,208651.26,71500,Cafe,Hartport,33,8.93,6.92
2701,200582.44,149804.94,56500,Cafe,Cookdown,35,2.4,3.56
2702,190446.32,117736.07,62300,Cafe,Boothenden,26,2.66,4.69
2703,139579.05,108438.17,76800,Cafe,Chelmswold,24,6.36,2.45
2704,187479.56,170953.93,50500,Cafe,Cambinglake,15,8.97,3.78
2705,189426.88,150982.13,70000,Cafe,Hartditch,24,4.03,2.55
2706,118367.45,124396.25,54000,Cafe,Suncastle,42,8.03,4.29
2707,286051.99,211609.37,74800,Cafe,Wolvingby,46,8.01,4.93
2708,161554.78,106782.26,60100,Cafe,Wor-under-Down,30,8.78,3.84
2709,170313.39,163178.59,51600,Cafe,Stafbury,20,3.53,2.77
2710,206257.38,140775.09,65800,Cafe,Edgberwell,26,4.4,2.38
2711,141347.68,111209.22,75700,Cafe,Soddlesford,27,6.75,4.8
2712,285030.92,210789.93,74600,Cafe,Sudbury,38,4.2,4.31
2713,251664.98,166344.15,59700,Cafe,Ribbensseyden,14,5.76,2.39
2714,149167.2,135154.45,70500,Cafe,Tipstanhead,18,8.67,4.12
2715,217378.46,180632.15,66000,Cafe,Eggendby,28,8.57,5.19
2716,225375.74,182916.76,59900,Cafe,Farnsdentree,29,6.64,2.73
2717,207945.02,106473.66,79400,Cafe,Horsbercombe,33,3.82,5.47
2718,207067.42,143815.73,72300,Cafe,Chelmsbury,33,2.81,1.73
2719,149504.4,97202.9,58800,Cafe,Falcompwich,18,4.98,3.66
2720,293249.89,201399.74,68300,Cafe,Windlemernell,39,6.68,5.63
2721,288382.42,171489.22,73100,Cafe,Hartgrove,35,2.25,5.61
2722,207202.41,114512.34,92300,Cafe,Burbledon,39,5.89,4.7
2723,187101.02,175108.98,57800,Cafe,Toddlemerhampton,28,2.42,3.77
2724,214992.08,149929.97,52000,Cafe,Shrivborough,24,1.93,1.5
2725,161281.74,122438.4,70900,Cafe,Sunswick,28,4.24,4.69
2726,272441.65,194996.8,77800,Cafe,Reddlebourne,28,1.7,2.26
2727,192091.2,111895.88,82100,Cafe,Egwick,43,9.02,7.18
2728,202069.35,142949.44,75300,Cafe,Chipborne,24,8.55,2.79
2729,279680.53,204311.01,65000,Cafe,Chipperside,28,2.78,2.93
2730,226948.47,209073.06,71700,Cafe,Soddennell,22,1.04,2.45
2731,218615.29,140553.11,53900,Cafe,Burblesport,38,7.03,5.9
2732,231573.74,166108.86,82000,Cafe,Stafstanney,39,5.82,5.29
2733,281748.54,164444.98,96400,Cafe,Maidendlesdon,45,4.9,3.68
2734,185055.74,142152.21,65500,Cafe,Windleshampton,21,5.63,2.47
2735,192436.53,133599.16,86300,Cafe,Botley,23,1.74,4.66
2736,234233.84,146841.4,72200,Cafe,Sunbeck,32,1.31,3.14
2737,235743.29,142963.75,80000,Cafe,Southhampton,33,6.5,2.0
2738,159559.09,107353.27,72500,Cafe,Sundenswich,18,6.72,5.88
2739,250839.83,178190.12,63200,Cafe,Wetdenworth,10,8.61,4.51
2740,177541.4,131725.87,61000,Cafe,Burglesbeck,12,5.77,4.25
2741,316437.8,197362.73,77200,Cafe,Dartworth,44,2.63,5.32
2742,267196.97,197889.42,90000,Cafe,Eglake,50,4.82,5.03
2743,209717.91,141227.21,77600,Cafe,Bassendside,26,7.38,6.16
2744,193716.82,104614.71,84000,Cafe,Suddlehampton,49,9.37,4.26
2745,224448.35,141973.46,75400,Cafe,Horndlesdown,27,9.12,5.47
2746,314321.03,210640.48,89200,Cafe,Alfby,43,1.54,5.96
2747,217539.09,165677.8,50600,Cafe,Sodderbrook,21,6.88,5.38
2748,248512.18,165341.33,94200,Cafe,Alddon,27,2.68,5.94
2749,251569.1,179563.45,61400,Cafe,Emden,29,7.36,4.53
2750,200273.69,161441.32,66700,Cafe,Worglesmith,26,8.52,5.28
2751,279110.08,172824.33,64900,Cafe,Waltdown,38,6.79,0.85
2752,157487.02,94501.96,79800,Cafe,Sodderside,34,2.19,4.58
2753,239474.0,181017.49,75900,Cafe,Elmwang,48,7.46,3.6
2754,162802.2,180443.22,68700,Cafe,Bastleton,16,9.47,2.26
2755,326641.78,215798.36,70700,Cafe,Wolside,24,8.92,2.1
2756,156380.14,89444.99,75400,Cafe,Siling,29,2.03,3.41
2757,231387.53,177698.93,63900,Cafe,Eg on Ley,26,2.31,1.97
2758,204860.75,142487.87,65200,Cafe,Sunbeck,33,6.19,2.08
2759,211202.06,160864.31,85400,Cafe,Emmerditch,49,6.48,5.11
2760,220078.1,167072.36,76800,Cafe,Botwood,23,9.99,2.18
2761,157710.35,98153.5,59800,Cafe,Watchfield,42,3.28,5.32
2762,169069.7,103832.47,66200,Cafe,Blandlestanden,32,7.22,3.0
2763,239388.88,209694.84,75900,Cafe,Nortmercester,21,2.02,3.41
2764,139164.64,115349.41,54800,Cafe,Stapmoor,17,7.17,0.9
2765,168323.74,111124.21,80500,Cafe,Ellenbrough,34,8.21,4.58
2766,287427.28,172670.31,98800,Cafe,Wolthorne,37,6.72,5.23
2767,197801.01,175946.34,59700,Cafe,Stafmoor,33,8.72,2.53
2768,298651.13,215499.23,57000,Cafe,Wolvensmansling,35,3.86,2.78
2769,181174.2,105730.73,81400,Cafe,Emmend on Port,26,2.55,3.78
2770,140688.48,85713.51,74700,Cafe,Bootringmere,24,4.74,3.36
2771,244927.76,197952.05,77600,Cafe,Sienchester,30,9.45,5.5
2772,148879.46,81267.1,59100,Cafe,Skellingling,7,1.64,1.42
2773,196044.68,166628.86,64600,Cafe,Sidenhall,30,9.84,3.19
2774,180529.6,104794.31,63800,Cafe,Suddleseywich,20,9.98,5.74
2775,197996.57,141879.76,59000,Cafe,Sihead,23,7.72,3.3
2776,208797.48,149682.68,55700,Cafe,Whitavon,10,1.71,3.31
2777,190644.9,154251.94,61600,Cafe,Elrensden,19,3.93,4.93
2778,264560.67,177677.4,77400,Cafe,Mel-under-Wang,20,8.51,4.47
2779,175926.87,148120.58,62800,Cafe,Wychnell,21,3.23,3.5
2780,186195.73,115656.88,66800,Cafe,Fulborne,21,6.83,4.49
2781,164289.94,119438.31,62700,Cafe,Skellingditch,43,4.81,5.41
2782,197513.45,158574.63,72600,Cafe,Chilstoke,29,6.47,3.7
2783,148092.15,155360.12,64900,Cafe,Basnell,26,6.21,2.62
2784,146577.35,106785.0,73100,Cafe,Chelmsborough,31,5.57,2.57
2785,270643.36,168933.79,64300,Cafe,Chedderdown,29,1.22,5.8
2786,74220.38,85059.36,67600,Cafe,Southstoke,10,2.76,1.32
2787,197510.44,193955.68,62100,Cafe,Hammendshot,34,2.15,2.05
2788,184021.54,131668.6,77800,Cafe,Kingstlehall,35,4.78,3.93
2789,190574.27,112641.47,59000,Cafe,Cambingshot,25,6.33,4.7
2790,138212.07,81684.6,74300,Cafe,Hamperseyby,36,7.38,8.56
2791,265939.23,164023.91,90900,Cafe,Skelringchester,42,2.98,5.52
2792,182679.47,110227.48,81100,Cafe,Bromtree,41,4.28,4.41
2793,252528.45,197208.08,64200,Cafe,Egendon,31,1.64,4.27
2794,226633.43,178167.69,82700,Cafe,Shrivbeck,44,3.96,4.0
2795,172307.28,124328.04,82700,Cafe,Emstannell,31,5.34,2.19
2796,298067.27,204883.98,80300,Cafe,Wychmershot,42,6.43,3.99
2797,302490.97,192544.43,79100,Cafe,Sudmoor,27,5.03,2.55
2798,128595.65,86858.76,69700,Cafe,Bastles-under-Wang,45,3.59,4.78
2799,171764.93,147993.52,69000,Cafe,Horstlemerworth,30,8.53,2.93
2800,143035.69,123929.28,50400,Cafe,Endlecastle,26,4.24,1.28
2801,179287.57,121091.81,71100,Cafe,Pendleey,31,4.32,6.36
2802,219584.67,173992.74,72500,Cafe,El on Tree,35,1.68,2.76
2803,253139.94,154641.13,65400,Cafe,Worgleton,28,6.48,4.42
2804,195166.9,135074.53,72900,Cafe,Darthampton,43,3.03,2.64
2805,245923.94,105285.8,75600,Cafe,Cannerbourne,27,7.78,3.5
2806,167176.37,88531.35,77900,Cafe,Shaftden,36,7.28,5.79
2807,235548.0,159431.09,73900,Cafe,Ribbenseysmith,23,8.74,3.48
2808,284896.36,196727.21,63600,Cafe,Chilbeck,32,9.77,5.23
2809,226084.25,157981.27,56900,Cafe,Sibrough,26,7.86,3.64
2810,205488.89,215436.5,39600,Cafe,Tod-under-Side,8,4.87,3.59
2811,179166.69,142296.56,61400,Cafe,Endlewell,18,1.01,3.49
2812,293389.43,205898.49,69500,Cafe,Burblethorne,31,4.81,4.35
2813,227553.97,185627.31,73600,Cafe,Cibeck,24,8.52,4.99
2814,324861.82,217475.98,81500,Cafe,Fullingseyford,30,9.24,4.41
2815,243786.86,178939.6,67400,Cafe,Boottree,25,8.83,4.39
2816,202844.82,119142.6,64000,Cafe,Staindlesport,22,3.35,3.98
2817,233397.02,172394.16,71700,Cafe,Camsmerbury,16,2.06,3.16
2818,172591.11,152854.21,57100,Cafe,Dribgledenport,21,1.5,3.39
2819,225718.25,124904.45,83400,Cafe,Waltlow,37,2.08,5.07
2820,251112.36,214359.11,75400,Cafe,Falringwell,30,1.78,3.46
2821,124374.15,105891.02,64200,Cafe,Ciney,19,6.34,4.61
2822,193542.45,169954.41,55300,Cafe,Prestseyhampton,30,8.79,3.72
2823,152156.3,125172.42,70300,Cafe,Sunrehampton,34,7.75,3.47
2824,162117.74,109620.78,62900,Cafe,Pendenworth,30,9.48,5.36
2825,138698.05,80518.57,57300,Cafe,Cifield,25,3.11,1.48
2826,244661.11,183550.88,68200,Cafe,Sundenslow,27,3.39,3.43
2827,165450.17,107258.8,64100,Cafe,Ashbeck,12,6.76,3.1
2828,192304.39,120830.56,93100,Cafe,Clerecompmere,46,4.67,5.21
2829,176840.67,110618.61,73400,Cafe,Egley,24,4.77,3.16
2830,307104.45,211416.44,68400,Cafe,Millerover,24,5.23,3.97
2831,186731.03,86893.86,76500,Cafe,Blanstancester,33,5.22,4.1
2832,226008.1,207117.28,59500,Cafe,Cheddingstoke,25,9.01,3.22
2833,247830.48,196175.27,72800,Cafe,Hannercester,25,3.87,3.21
2834,160258.56,132394.64,62900,Cafe,Flitstanwold,24,2.9,4.4
2835,203210.76,160128.24,77200,Cafe,Boothensgrove,32,9.05,6.19
2836,149145.65,101624.62,50500,Cafe,Wolrelake,4,5.82,4.24
2837,258497.77,199746.25,78000,Cafe,Emsbrough,37,6.4,3.91
2838,281886.78,200380.81,81000,Cafe,Boothendshot,33,2.05,3.16
2839,227459.56,182734.69,71800,Cafe,Alflake,38,2.49,5.42
2840,224290.05,208362.57,60700,Cafe,Edgcombe,21,5.63,3.13
2841,319199.0,197263.23,90700,Cafe,Maidendlestancastle,40,3.03,6.48
2842,182718.76,85157.25,66200,Cafe,Botrebourne,20,9.92,4.13
2843,205376.7,175038.15,52300,Cafe,Flit on Shot,24,1.59,2.39
2844,250823.99,209174.87,71000,Cafe,Worblerethorne,10,2.78,3.36
2845,154032.5,118325.89,60700,Cafe,Skeldon,14,2.1,2.54
2846,240753.49,210101.29,66100,Cafe,Chiltree,29,1.53,6.43
2847,281941.45,166800.53,88800,Cafe,Melditch,33,6.58,4.72
2848,139473.24,108652.63,62300,Cafe,Ribwold,24,2.27,2.99
2849,241145.66,160195.25,66900,Cafe,Kingsnell,43,3.18,5.28
2850,312784.89,213799.0,79700,Cafe,Shrivbury,52,7.6,3.72
2851,262732.05,208278.71,65200,Cafe,Shrivcastle,30,7.84,4.34
2852,262389.73,184512.1,77800,Cafe,Wetbage,48,5.64,6.5
2853,200480.07,174432.81,52800,Cafe,Hammanston,28,4.36,2.33
2854,269100.54,181334.46,77600,Cafe,Handlesditch,47,9.94,4.12
2855,184151.23,117670.35,51600,Cafe,Sundleston,22,9.15,4.31
2856,273849.72,173664.37,51800,Cafe,Stapdown,19,6.63,3.22
2857,262767.2,195754.77,60500,Cafe,Bromgrove,34,8.33,4.85
2858,175289.43,101961.1,63900,Cafe,Melham,31,4.8,3.35
